image_id,file_size_kb,width,height,aspect_ratio,sharpness_lapvar,noise_estimate,watermark_region_mean,source_type,error
IMG_18078,161.732421875,640,640,1.0,14335.54,24.1498,124.35,unknown,
IMG_14015,130.4033203125,640,640,1.0,7183.76,18.0853,97.65,unknown,
IMG_18380,121.4677734375,640,640,1.0,8179.12,19.3283,136.02,unknown,
IMG_00317,112.75390625,640,640,1.0,4917.47,14.8245,67.83,unknown,
IMG_02466,158.3779296875,640,640,1.0,12851.23,24.5961,170.37,unknown,
IMG_04885,109.068359375,640,640,1.0,3919.64,13.7996,164.64,unknown,
IMG_17878,170.345703125,640,640,1.0,16588.59,26.6427,110.74,unknown,
IMG_01181,126.1865234375,640,640,1.0,6510.74,16.9468,168.24,unknown,
IMG_12099,71.994140625,640,640,1.0,2229.68,11.3167,136.32,unknown,
IMG_18106,55.2744140625,640,640,1.0,830.16,7.1595,116.51,unknown,
IMG_04853,47.072265625,640,640,1.0,616.4,6.3319,116.03,unknown,
IMG_14084,53.6298828125,640,640,1.0,559.72,6.9211,91.24,unknown,
IMG_04177,143.40625,640,640,1.0,10162.61,21.6591,155.74,unknown,
IMG_01371,113.53125,640,640,1.0,4690.44,14.8095,175.53,unknown,
IMG_10102,118.5166015625,640,640,1.0,5398.88,17.4524,96.18,unknown,
IMG_11949,36.8447265625,640,640,1.0,299.43,4.7562,85.63,unknown,
IMG_01308,158.6953125,640,640,1.0,14902.08,26.1469,161.14,unknown,
IMG_11725,48.720703125,640,640,1.0,382.73,5.3856,102.07,unknown,
IMG_06884,90.7294921875,640,640,1.0,5318.68,15.9196,113.43,unknown,
IMG_08177,130.330078125,640,640,1.0,6271.79,17.739,129.96,unknown,
IMG_03369,54.9326171875,640,640,1.0,1089.27,8.0294,162.42,unknown,
IMG_11590,112.0,640,640,1.0,4903.09,15.3776,88.03,unknown,
IMG_18347,146.4423828125,640,640,1.0,11040.22,22.9656,73.25,unknown,
IMG_13317,74.30859375,640,640,1.0,4343.92,15.5752,119.89,unknown,
IMG_05065,131.06640625,640,640,1.0,7429.29,17.8999,93.54,unknown,
IMG_07758,137.306640625,640,640,1.0,7711.32,20.4753,98.39,unknown,
IMG_05325,84.5224609375,640,640,1.0,4638.19,13.9345,133.63,unknown,
IMG_05802,52.96484375,640,640,1.0,684.06,7.3159,74.62,unknown,
IMG_13511,87.1220703125,640,640,1.0,1981.61,10.7958,100.42,unknown,
IMG_00813,90.2802734375,640,640,1.0,4545.2,14.7067,79.91,unknown,
IMG_05878,164.177734375,640,640,1.0,15697.21,24.9308,84.06,unknown,
IMG_10886,59.337890625,640,640,1.0,1326.1,8.722,61.55,unknown,
IMG_13492,159.599609375,640,640,1.0,14820.39,24.8933,141.06,unknown,
IMG_08132,148.8525390625,640,640,1.0,9682.12,21.2671,103.01,unknown,
IMG_08743,39.1943359375,640,640,1.0,323.08,5.0539,95.76,unknown,
IMG_05217,75.4853515625,640,640,1.0,1826.57,10.4425,137.97,unknown,
IMG_03543,122.9306640625,640,640,1.0,5695.36,16.9685,126.07,unknown,
IMG_12536,74.169921875,640,640,1.0,1939.48,11.0026,67.28,unknown,
IMG_01269,110.2392578125,640,640,1.0,3905.45,13.8991,139.51,unknown,
IMG_15424,156.2060546875,640,640,1.0,14057.73,24.0213,155.16,unknown,
IMG_07289,80.11328125,640,640,1.0,2270.36,12.8342,99.18,unknown,
IMG_06540,38.927734375,640,640,1.0,587.41,6.3372,82.69,unknown,
IMG_15084,113.615234375,640,640,1.0,4931.78,14.6205,102.11,unknown,
IMG_11458,122.734375,640,640,1.0,6677.64,17.5079,173.78,unknown,
IMG_10001,155.8203125,640,640,1.0,12773.6,22.8492,79.6,unknown,
IMG_07458,126.7939453125,640,640,1.0,6508.5,16.8096,123.4,unknown,
IMG_07305,133.498046875,640,640,1.0,8152.31,18.7207,114.13,unknown,
IMG_00776,136.0654296875,640,640,1.0,12311.44,23.2131,132.92,unknown,
IMG_06329,120.0517578125,640,640,1.0,7196.68,17.8452,97.14,unknown,
IMG_13057,97.86328125,640,640,1.0,2802.35,13.622,125.72,unknown,
IMG_10757,167.3134765625,640,640,1.0,14821.1,25.7476,210.0,streetview,
IMG_09130,143.96484375,640,640,1.0,11880.2,22.8205,183.16,unknown,
IMG_02275,61.7841796875,640,640,1.0,1331.45,8.7473,157.61,unknown,
IMG_09147,66.748046875,640,640,1.0,2305.45,11.1871,159.04,unknown,
IMG_11507,96.7158203125,640,640,1.0,2235.75,11.7186,129.0,unknown,
IMG_16693,157.4111328125,640,640,1.0,13064.19,24.5102,148.15,unknown,
IMG_13097,125.7919921875,640,640,1.0,5942.9,16.8164,145.84,unknown,
IMG_17571,106.892578125,640,640,1.0,4954.39,15.179,90.22,unknown,
IMG_10852,136.6533203125,640,640,1.0,8656.58,19.2539,131.02,unknown,
IMG_00905,145.7333984375,640,640,1.0,11619.99,21.9097,126.4,unknown,
IMG_03780,94.525390625,640,640,1.0,4984.12,15.7202,154.5,unknown,
IMG_08560,144.1728515625,640,640,1.0,10553.46,20.9148,80.61,unknown,
IMG_05852,122.3623046875,640,640,1.0,7835.16,17.9515,75.56,unknown,
IMG_08699,121.6953125,640,640,1.0,5328.39,16.1616,129.73,unknown,
IMG_01254,106.796875,640,640,1.0,4679.04,15.5558,107.55,unknown,
IMG_03553,86.2138671875,640,640,1.0,3343.65,12.9596,164.21,unknown,
IMG_14240,62.751953125,640,640,1.0,1364.32,8.9078,150.88,unknown,
IMG_11328,130.640625,640,640,1.0,7218.86,17.8857,149.87,unknown,
IMG_10279,137.392578125,640,640,1.0,9533.84,20.0909,99.09,unknown,
IMG_14300,66.2001953125,640,640,1.0,1265.51,9.5989,138.11,unknown,
IMG_16759,72.1552734375,640,640,1.0,1709.27,9.2872,78.44,unknown,
IMG_03790,113.8203125,640,640,1.0,4365.95,14.5732,142.92,unknown,
IMG_12623,151.439453125,640,640,1.0,12125.42,21.8634,123.98,unknown,
IMG_18894,150.8486328125,640,640,1.0,12260.92,23.5151,142.55,unknown,
IMG_06229,70.8251953125,640,640,1.0,900.46,8.2335,120.18,unknown,
IMG_08347,167.3466796875,640,640,1.0,17724.28,28.5253,137.38,unknown,
IMG_01455,108.017578125,640,640,1.0,6175.04,16.7436,111.77,unknown,
IMG_14289,122.70703125,640,640,1.0,4912.1,16.3718,116.75,unknown,
IMG_00056,113.9248046875,640,640,1.0,5502.27,15.6517,151.4,unknown,
IMG_17037,95.9072265625,640,640,1.0,2813.27,11.6614,89.83,unknown,
IMG_17644,102.630859375,640,640,1.0,3496.96,13.6739,168.52,unknown,
IMG_06457,94.5703125,640,640,1.0,2572.84,11.5016,150.01,unknown,
IMG_11935,144.6845703125,640,640,1.0,10304.29,20.8399,82.41,unknown,
IMG_14133,122.3134765625,640,640,1.0,5880.89,16.4099,118.82,unknown,
IMG_02293,109.3955078125,640,640,1.0,3418.35,13.5031,143.64,unknown,
IMG_10820,93.5068359375,640,640,1.0,4343.66,14.8549,180.34,unknown,
IMG_10287,125.533203125,640,640,1.0,6846.05,17.0294,72.79,unknown,
IMG_04084,140.484375,640,640,1.0,9911.39,20.1515,191.59,unknown,
IMG_09841,121.484375,640,640,1.0,7139.65,19.1204,145.27,unknown,
IMG_16618,144.41796875,640,640,1.0,11727.16,22.8632,149.04,unknown,
IMG_10135,68.4658203125,640,640,1.0,1109.07,9.5209,117.19,unknown,
IMG_13383,58.8388671875,640,640,1.0,1366.58,9.2643,46.4,unknown,
IMG_10689,67.8359375,640,640,1.0,3217.64,11.4409,148.13,unknown,
IMG_13186,105.3193359375,640,640,1.0,3866.8,14.3993,83.84,unknown,
IMG_09689,76.1357421875,640,640,1.0,3059.67,12.0918,166.26,unknown,
IMG_18167,93.1533203125,640,640,1.0,2553.68,11.2181,78.41,unknown,
IMG_04171,154.22265625,640,640,1.0,13024.23,23.1974,220.82,streetview,
IMG_06287,127.8720703125,640,640,1.0,6995.04,17.5147,135.71,unknown,
IMG_13778,146.505859375,640,640,1.0,9563.17,20.5168,174.9,unknown,
IMG_12424,98.5029296875,640,640,1.0,3255.88,12.2419,75.32,unknown,
IMG_05703,135.38671875,640,640,1.0,8022.67,19.274,196.79,unknown,
IMG_18649,111.162109375,640,640,1.0,8767.18,19.9343,99.68,unknown,
IMG_09862,60.373046875,640,640,1.0,2177.23,10.3755,57.51,unknown,
IMG_13307,92.7001953125,640,640,1.0,3399.11,12.5133,73.35,unknown,
IMG_17955,158.0009765625,640,640,1.0,14696.78,25.8465,156.29,unknown,
IMG_00014,46.228515625,640,640,1.0,497.9,6.0132,155.8,unknown,
IMG_09958,87.62890625,640,640,1.0,6195.93,15.8517,169.13,unknown,
IMG_09402,44.0400390625,640,640,1.0,963.08,7.7951,102.19,unknown,
IMG_06888,78.322265625,640,640,1.0,5643.53,15.6195,132.02,unknown,
IMG_14087,74.1669921875,640,640,1.0,2077.39,10.7603,157.03,unknown,
IMG_10560,37.10546875,640,640,1.0,554.03,6.3043,117.29,unknown,
IMG_15237,60.662109375,640,640,1.0,1885.15,9.8597,93.13,unknown,
IMG_14477,88.853515625,640,640,1.0,3806.87,12.9662,167.95,unknown,
IMG_14489,83.330078125,640,640,1.0,2220.48,10.3019,57.49,unknown,
IMG_07003,66.052734375,640,640,1.0,895.5,7.1953,171.75,unknown,
IMG_16751,122.55859375,640,640,1.0,6828.16,16.8797,111.11,unknown,
IMG_15506,64.5078125,640,640,1.0,2407.07,11.2471,177.75,unknown,
IMG_05561,72.525390625,640,640,1.0,3475.04,12.6047,181.94,unknown,
IMG_02779,127.7314453125,640,640,1.0,6476.65,17.4879,77.56,unknown,
IMG_09300,108.1064453125,640,640,1.0,4464.54,14.2324,98.7,unknown,
IMG_16891,151.748046875,640,640,1.0,10538.29,22.2886,143.14,unknown,
IMG_10984,69.708984375,640,640,1.0,1852.4,11.7884,47.44,unknown,
IMG_03061,113.984375,640,640,1.0,3598.18,14.0355,123.34,unknown,
IMG_07697,103.5439453125,640,640,1.0,3356.72,12.9141,107.63,unknown,
IMG_10172,104.994140625,640,640,1.0,4597.22,14.263,179.24,unknown,
IMG_07362,79.7275390625,640,640,1.0,2216.73,10.5896,178.69,unknown,
IMG_06526,149.8720703125,640,640,1.0,10639.58,21.403,119.49,unknown,
IMG_04829,93.400390625,640,640,1.0,5922.94,16.6594,189.37,unknown,
IMG_00801,126.4921875,640,640,1.0,6938.33,19.0085,161.72,unknown,
IMG_01515,70.970703125,640,640,1.0,3172.84,13.1017,67.86,unknown,
IMG_08024,163.2568359375,640,640,1.0,14246.33,24.1138,175.0,unknown,
IMG_15570,79.03125,640,640,1.0,1915.68,10.6186,110.98,unknown,
IMG_02387,119.509765625,640,640,1.0,5275.11,15.0974,101.05,unknown,
IMG_14924,75.767578125,640,640,1.0,1772.73,9.6805,114.23,unknown,
IMG_13581,61.0908203125,640,640,1.0,1454.7,8.4825,129.92,unknown,
IMG_18864,73.6875,640,640,1.0,3745.33,12.7342,191.91,unknown,
IMG_06372,149.6484375,640,640,1.0,13289.64,23.4877,159.51,unknown,
IMG_12583,114.763671875,640,640,1.0,4859.37,14.899,59.62,unknown,
IMG_16200,145.212890625,640,640,1.0,10086.24,21.4438,150.69,unknown,
IMG_13096,120.107421875,640,640,1.0,5722.52,17.3622,118.51,unknown,
IMG_07995,51.6328125,640,640,1.0,553.45,6.1719,148.87,unknown,
IMG_04836,135.8857421875,640,640,1.0,8124.6,18.665,72.17,unknown,
IMG_00182,124.79296875,640,640,1.0,6501.7,16.5942,161.09,unknown,
IMG_03493,70.197265625,640,640,1.0,974.65,7.6944,72.07,unknown,
IMG_13932,38.171875,640,640,1.0,468.31,5.4246,107.71,unknown,
IMG_07171,105.40234375,640,640,1.0,4026.02,14.0543,122.84,unknown,
IMG_05764,117.4501953125,640,640,1.0,5307.84,15.4436,122.48,unknown,
IMG_16973,139.5126953125,640,640,1.0,10106.03,20.0485,133.51,unknown,
IMG_15223,139.8349609375,640,640,1.0,9261.03,19.4013,121.68,unknown,
IMG_01646,127.90234375,640,640,1.0,7652.6,17.6858,73.34,unknown,
IMG_18266,124.869140625,640,640,1.0,6905.35,16.9958,62.01,unknown,
IMG_08166,134.2099609375,640,640,1.0,9304.45,19.6875,146.19,unknown,
IMG_03977,90.068359375,640,640,1.0,3792.36,13.705,122.25,unknown,
IMG_14958,110.1220703125,640,640,1.0,5153.99,16.1587,98.94,unknown,
IMG_04370,63.7119140625,640,640,1.0,1625.17,9.944,112.45,unknown,
